{'deploy': True, 'tag': 'minLM', 'run_name': 'run2', 'seed': 0, 'device': 'cuda:0', 'total_iters': 600000, 'data': {'bs': 32, 'tokenizer': 'openai-community/gpt2', 'subsample': 1.0, 'min_len': 0, 'nworkers': 2}, 'net': {'compile': True, 'vocab_size': 50258, 'context_size': 512, 'n_layer': 12, 'n_head': 12, 'n_embd': 1080, 'dropout': 0.0, 'bias': False}, 'optimizer': {'learning_rate': 0.0003, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'grad_accumulation': 40, 'ignore_eos': False, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True, 'min_lr': 3e-05}, 'log': {'eval_interval': 5000, 'log_interval': 500, 'save_interval': 50000}}
num decayed parameter tensors: 50, with 222,793,200 parameters
num non-decayed parameter tensors: 25, with 27,000 parameters
using fused AdamW: True
Iter 0 | Perplexity: 57534.89453125
Epoch 0.0
Iter 0 | LR: 0.0003 | Loss: inf
Iter 337000 | LR: 0.00013900953451900252 | Loss: 0.5590634197741746
Iter 337500 | LR: 0.00013866280652782267 | Loss: 0.5652531050890685
Iter 338000 | LR: 0.00013831625904881794 | Loss: 0.5700560468435286
Iter 338500 | LR: 0.00013796989445718594 | Loss: 0.5668049221485848
Iter 339000 | LR: 0.00013762371512687083 | Loss: 0.5632869993895289
Iter 339500 | LR: 0.0001372777234305469 | Loss: 0.5714680651575323
Iter 340000 | Perplexity: 30.218950271606445
Iter 340000 | LR: 0.0001369319217396025 | Loss: 0.5730354572832584
Iter 340500 | LR: 0.00013658631242412375 | Loss: 0.5661051178723576
Iter 341000 | LR: 0.00013624089785287816 | Loss: 0.5752058593183756
Iter 341500 | LR: 0.00013589568039329856 | Loss: 0.5709941814094782
Iter 342000 | LR: 0.00013555066241146679 | Loss: 0.5696561297029248
Iter 342500 | LR: 0.00013520584627209735 | Loss: 0.5759079284220937
Iter 343000 | LR: 0.00013486123433852158 | Loss: 0.5668824630230664
Iter 343500 | LR: 0.000134516828972671 | Loss: 0.5716097608953723
Iter 344000 | LR: 0.00013417263253506144 | Loss: 0.5716220574826012
Iter 344500 | LR: 0.0001338286473847768 | Loss: 0.5710963509976863
Iter 345000 | Perplexity: 30.191669464111328
Iter 345000 | LR: 0.0001334848758794528 | Loss: 0.576662866100669
Iter 345500 | LR: 0.00013314132037526072 | Loss: 0.5718816802650695
Iter 346000 | LR: 0.0001327979832268916 | Loss: 0.5763901109248407
Iter 346500 | LR: 0.00013245486678753978 | Loss: 0.5768160252273085
Iter 347000 | LR: 0.00013211197340888694 | Loss: 0.5764626036584379
Iter 347500 | LR: 0.00013176930544108592 | Loss: 0.5803266962617638
Iter 348000 | LR: 0.0001314268652327446 | Loss: 0.5784758343547577
Iter 348500 | LR: 0.0001310846551309098 | Loss: 0.576018213555217
Iter 349000 | LR: 0.00013074267748105123 | Loss: 0.5769056407362222
Epoch 13.0
Iter 349500 | LR: 0.00013040093462704543 | Loss: 0.559081346169114
Iter 350000 | Perplexity: 32.34553527832031
Iter 350000 | LR: 0.00013005942891115968 | Loss: 0.5088585960865021
Iter 350500 | LR: 0.00012971816267403594 | Loss: 0.5108265197277074
Iter 351000 | LR: 0.00012937713825467468 | Loss: 0.5118156883865594
Iter 351500 | LR: 0.00012903635799041914 | Loss: 0.5077787762880325
Iter 352000 | LR: 0.00012869582421693912 | Loss: 0.5158432660251858
Iter 352500 | LR: 0.00012835553926821496 | Loss: 0.517730801664293
Iter 353000 | LR: 0.0001280155054765216 | Loss: 0.5137480067461727
Iter 353500 | LR: 0.0001276757251724126 | Loss: 0.5205811448395253
Iter 354000 | LR: 0.00012733620068470405 | Loss: 0.5273390065133569
Iter 354500 | LR: 0.0001269969343404588 | Loss: 0.5159442025423047
Iter 355000 | Perplexity: 33.14889144897461
Iter 355000 | LR: 0.00012665792846497042 | Loss: 0.5221377957612277
Iter 355500 | LR: 0.0001263191853817472 | Loss: 0.523205347806216
Iter 356000 | LR: 0.0001259807074124963 | Loss: 0.5221030724048611
Iter 356500 | LR: 0.0001256424968771079 | Loss: 0.5248608502745626
Iter 357000 | LR: 0.00012530455609363896 | Loss: 0.529183926209807
Iter 357500 | LR: 0.0001249668873782979 | Loss: 0.5340199883282187
Iter 358000 | LR: 0.00012462949304542829 | Loss: 0.534247971922159
Iter 358500 | LR: 0.0001242923754074931 | Loss: 0.5233502058684829
Iter 359000 | LR: 0.00012395553677505878 | Loss: 0.532696486338973
Iter 359500 | LR: 0.00012361897945677977 | Loss: 0.5381811717152595
Iter 360000 | Perplexity: 32.847625732421875
Iter 360000 | LR: 0.0001232827057593821 | Loss: 0.5315663130581376
Iter 360500 | LR: 0.0001229467179876481 | Loss: 0.5261808878928421
Iter 361000 | LR: 0.0001226110184444003 | Loss: 0.5333110570907595
Iter 361500 | LR: 0.00012227560943048587 | Loss: 0.5421546675264839
Iter 362000 | LR: 0.00012194049324476052 | Loss: 0.5346594567596911
Iter 362500 | LR: 0.0001216056721840732 | Loss: 0.5457155480980874
Iter 363000 | LR: 0.00012127114854324983 | Loss: 0.5360719312354922
Iter 363500 | LR: 0.00012093692461507806 | Loss: 0.5343387027829886
Iter 364000 | LR: 0.00012060300269029124 | Loss: 0.5354056615382431
Iter 364500 | LR: 0.00012026938505755288 | Loss: 0.5399860270321369
Iter 365000 | Perplexity: 32.90876007080078
Iter 365000 | LR: 0.00011993607400344092 | Loss: 0.5415587394684549
Iter 365500 | LR: 0.00011960307181243192 | Loss: 0.5399846848100424
Iter 366000 | LR: 0.00011927038076688565 | Loss: 0.5413176760822529
Iter 366500 | LR: 0.00011893800314702927 | Loss: 0.5416080924868596
Iter 367000 | LR: 0.00011860594123094181 | Loss: 0.544470640793443
Iter 367500 | LR: 0.0001182741972945384 | Loss: 0.5414130005985495
Iter 368000 | LR: 0.00011794277361155496 | Loss: 0.5456018233299257
Iter 368500 | LR: 0.00011761167245353214 | Loss: 0.5510074482858178
Iter 369000 | LR: 0.00011728089608980029 | Loss: 0.5492810801416637
Iter 369500 | LR: 0.00011695044678746355 | Loss: 0.5460603499412536
Iter 370000 | Perplexity: 32.34632110595703
Iter 370000 | LR: 0.00011662032681138445 | Loss: 0.5517684262990956
Iter 370500 | LR: 0.00011629053842416833 | Loss: 0.546064186245203
Iter 371000 | LR: 0.00011596108388614792 | Loss: 0.5457391113042838
Iter 371500 | LR: 0.00011563196545536765 | Loss: 0.5509739089012149
Iter 372000 | LR: 0.00011530318538756846 | Loss: 0.5464232760667803
Iter 372500 | LR: 0.00011497474593617208 | Loss: 0.5526461708545684
Iter 373000 | LR: 0.00011464664935226576 | Loss: 0.5491422046720983
Iter 373500 | LR: 0.00011431889788458675 | Loss: 0.5491475884616376
Iter 374000 | LR: 0.00011399149377950693 | Loss: 0.5505070772767071
Iter 374500 | LR: 0.00011366443928101734 | Loss: 0.54819916985929
Iter 375000 | Perplexity: 32.103309631347656
Iter 375000 | LR: 0.00011333773663071286 | Loss: 0.5565153986215591
Iter 375500 | LR: 0.00011301138806777695 | Loss: 0.5539474269002674
Iter 376000 | LR: 0.00011268539582896609 | Loss: 0.5460758761316538
Epoch 14.0
Iter 376500 | LR: 0.0001123597621485946 | Loss: 0.5197765226289625
Iter 377000 | LR: 0.00011203448925851922 | Loss: 0.48746279135346404
Iter 377500 | LR: 0.00011170957938812391 | Loss: 0.4887489868700509
Iter 378000 | LR: 0.00011138503476430461 | Loss: 0.4861119443923233
Iter 378500 | LR: 0.0001110608576114538 | Loss: 0.4915450570732354
Iter 379000 | LR: 0.00011073705015144538 | Loss: 0.4909423039853569
Iter 379500 | LR: 0.00011041361460361942 | Loss: 0.49479241386055933
Iter 380000 | Perplexity: 35.794212341308594
Iter 380000 | LR: 0.00011009055318476698 | Loss: 0.4928989508375523
Iter 380500 | LR: 0.0001097678681091148 | Loss: 0.4943301112204793
Iter 381000 | LR: 0.0001094455615883103 | Loss: 0.4922141498699786
Iter 381500 | LR: 0.00010912363583140629 | Loss: 0.49953062117099756
Iter 382000 | LR: 0.00010880209304484584 | Loss: 0.49806043349206425
Iter 382500 | LR: 0.00010848093543244723 | Loss: 0.5024698963016274
Iter 383000 | LR: 0.00010816016519538871 | Loss: 0.49951053481548985
Iter 383500 | LR: 0.00010783978453219365 | Loss: 0.5046300870925187
Iter 384000 | LR: 0.00010751979563871518 | Loss: 0.5077348648384216
Iter 384500 | LR: 0.0001072002007081214 | Loss: 0.5050079993531106
Iter 385000 | Perplexity: 35.93561935424805
Iter 385000 | LR: 0.0001068810019308801 | Loss: 0.5065535232424738
Iter 385500 | LR: 0.00010656220149474416 | Loss: 0.5058181162923568
Iter 386000 | LR: 0.00010624380158473578 | Loss: 0.5052740906924018
Iter 386500 | LR: 0.0001059258043831325 | Loss: 0.5075327219814063
Iter 387000 | LR: 0.00010560821206945143 | Loss: 0.5070725020766259
Iter 387500 | LR: 0.00010529102682043484 | Loss: 0.5094219519570471
Iter 388000 | LR: 0.00010497425081003481 | Loss: 0.5075552836060524
Iter 388500 | LR: 0.00010465788620939864 | Loss: 0.5097381043434144
Iter 389000 | LR: 0.00010434193518685396 | Loss: 0.5051708926260466
Iter 389500 | LR: 0.00010402639990789362 | Loss: 0.5129894400388004
Iter 390000 | Perplexity: 35.655479431152344
Iter 390000 | LR: 0.00010371128253516117 | Loss: 0.5151765895634888
Iter 390500 | LR: 0.00010339658522843571 | Loss: 0.5093859816342586
Iter 391000 | LR: 0.00010308231014461752 | Loss: 0.5119917055219414
Iter 391500 | LR: 0.00010276845943771258 | Loss: 0.5169539850950239
Iter 392000 | LR: 0.00010245503525881869 | Loss: 0.5164598687738179
Iter 392500 | LR: 0.00010214203975610994 | Loss: 0.5117575120925901
Iter 393000 | LR: 0.0001018294750748226 | Loss: 0.5147529041022064
Iter 393500 | LR: 0.00010151734335723987 | Loss: 0.5175753506273034
Iter 394000 | LR: 0.00010120564674267771 | Loss: 0.5159740747511391
Iter 394500 | LR: 0.00010089438736746974 | Loss: 0.5217354483902452
Iter 395000 | Perplexity: 35.60675048828125
Iter 395000 | LR: 0.00010058356736495284 | Loss: 0.515818512812257
Iter 395500 | LR: 0.00010027318886545261 | Loss: 0.5188901837170125
Iter 396000 | LR: 9.99632539962684e-05 | Loss: 0.5238998198509217
Iter 396500 | LR: 9.965376488165923e-05 | Loss: 0.5238801795989277
Iter 397000 | LR: 9.934472364282877e-05 | Loss: 0.5239097730815411
Iter 397500 | LR: 9.903613239791111e-05 | Loss: 0.5203216328471899
Iter 398000 | LR: 9.872799326195598e-05 | Loss: 0.5168015803396704
Iter 398500 | LR: 9.842030834691465e-05 | Loss: 0.521095852032304
Iter 399000 | LR: 9.811307976162496e-05 | Loss: 0.5211005749553442
Iter 399500 | LR: 9.780630961179735e-05 | Loss: 0.5227817347645759
Iter 400000 | Perplexity: 35.089664459228516
Iter 400000 | LR: 9.750000000000001e-05 | Loss: 0.5211099809408188
Iter 400500 | LR: 9.719415302564469e-05 | Loss: 0.5227713749557729
Iter 401000 | LR: 9.68887707849724e-05 | Loss: 0.5257728251814844
Iter 401500 | LR: 9.658385537103872e-05 | Loss: 0.5295800192654129
Iter 402000 | LR: 9.627940887369986e-05 | Loss: 0.526738601103425
Iter 402500 | LR: 9.597543337959797e-05 | Loss: 0.5266129411011928
Iter 403000 | LR: 9.567193097214706e-05 | Loss: 0.5321533195674425
Epoch 15.0
Iter 403500 | LR: 9.536890373151859e-05 | Loss: 0.4830314833670857
Iter 404000 | LR: 9.506635373462743e-05 | Loss: 0.46723556745797423
Iter 404500 | LR: 9.47642830551173e-05 | Loss: 0.4624258036911486
Iter 405000 | Perplexity: 38.65889358520508
Iter 405000 | LR: 9.446269376334689e-05 | Loss: 0.46064625106751933
Iter 405500 | LR: 9.416158792637543e-05 | Loss: 0.4635778547450903
Iter 406000 | LR: 9.38609676079485e-05 | Loss: 0.46551387414336187
Iter 406500 | LR: 9.356083486848427e-05 | Loss: 0.467504541389644
Iter 407000 | LR: 9.326119176505878e-05 | Loss: 0.46640558056533293
Iter 407500 | LR: 9.296204035139243e-05 | Loss: 0.4711256951466206
Iter 408000 | LR: 9.26633826778354e-05 | Loss: 0.47157987155020215
Iter 408500 | LR: 9.236522079135413e-05 | Loss: 0.4764672213792804
Iter 409000 | LR: 9.206755673551656e-05 | Loss: 0.4705721292272214
Iter 409500 | LR: 9.177039255047898e-05 | Loss: 0.47862868957221516
Iter 410000 | Perplexity: 39.16008758544922
Iter 410000 | LR: 9.147373027297134e-05 | Loss: 0.4775221155956391
Iter 410500 | LR: 9.117757193628373e-05 | Loss: 0.47740220725536353
Iter 411000 | LR: 9.088191957025218e-05 | Loss: 0.4777164363116028
Iter 411500 | LR: 9.058677520124504e-05 | Loss: 0.4826339605450628
Iter 412000 | LR: 9.029214085214854e-05 | Loss: 0.4833797283098102
Iter 412500 | LR: 8.999801854235373e-05 | Loss: 0.48435402542352685
Iter 413000 | LR: 8.970441028774183e-05 | Loss: 0.4869174659252168
Iter 413500 | LR: 8.941131810067101e-05 | Loss: 0.484010393694043
Iter 414000 | LR: 8.91187439899624e-05 | Loss: 0.48464157216250936
Iter 414500 | LR: 8.8826689960886e-05 | Loss: 0.4814331281185151
Iter 415000 | Perplexity: 39.225685119628906
Iter 415000 | LR: 8.853515801514759e-05 | Loss: 0.4817247414588929
Iter 415500 | LR: 8.824415015087435e-05 | Loss: 0.4878054172545675
Iter 416000 | LR: 8.795366836260173e-05 | Loss: 0.48931364476680705
Iter 416500 | LR: 8.766371464125926e-05 | Loss: 0.4890995157510038
Iter 417000 | LR: 8.737429097415743e-05 | Loss: 0.48716998711228404
Iter 417500 | LR: 8.708539934497347e-05 | Loss: 0.49284179721027604
Iter 418000 | LR: 8.679704173373838e-05 | Loss: 0.4894471559301017
Iter 418500 | LR: 8.650922011682286e-05 | Loss: 0.492167205065489
Iter 419000 | LR: 8.622193646692415e-05 | Loss: 0.48919175855815494
Iter 419500 | LR: 8.593519275305211e-05 | Loss: 0.49028173506259864
Iter 420000 | Perplexity: 38.930747985839844
Iter 420000 | LR: 8.564899094051613e-05 | Loss: 0.4878345071151853
Iter 420500 | LR: 8.536333299091135e-05 | Loss: 0.49395440816879266
Iter 421000 | LR: 8.507822086210535e-05 | Loss: 0.489190849363804
Iter 421500 | LR: 8.479365650822479e-05 | Loss: 0.49234391536563643
Iter 422000 | LR: 8.450964187964185e-05 | Loss: 0.49127920974045974
Iter 422500 | LR: 8.422617892296102e-05 | Loss: 0.5021082612872124
Iter 423000 | LR: 8.394326958100566e-05 | Loss: 0.49297835156321573
Iter 423500 | LR: 8.366091579280472e-05 | Loss: 0.4971336484700441
Iter 424000 | LR: 8.33791194935794e-05 | Loss: 0.4968372736871247
Iter 424500 | LR: 8.309788261473006e-05 | Loss: 0.496385727599263
Iter 425000 | Perplexity: 38.78758239746094
Iter 425000 | LR: 8.281720708382271e-05 | Loss: 0.49535559143871094
Iter 425500 | LR: 8.253709482457607e-05 | Loss: 0.4974837995693088
Iter 426000 | LR: 8.225754775684819e-05 | Loss: 0.4978642956912518
Iter 426500 | LR: 8.197856779662331e-05 | Loss: 0.5011402315646412
Iter 427000 | LR: 8.170015685599894e-05 | Loss: 0.4969916521757843
Iter 427500 | LR: 8.142231684317239e-05 | Loss: 0.5016095158830283
Iter 428000 | LR: 8.11450496624281e-05 | Loss: 0.49950957704335486
Iter 428500 | LR: 8.086835721412423e-05 | Loss: 0.5053568252548577
Iter 429000 | LR: 8.059224139467983e-05 | Loss: 0.5039940937235947
Iter 429500 | LR: 8.031670409656178e-05 | Loss: 0.49568143915385005
Epoch 16.0
Iter 430000 | Perplexity: 38.56477355957031
Iter 430000 | LR: 8.004174720827196e-05 | Loss: 0.5016840642690656
Iter 430500 | LR: 7.9767372614334e-05 | Loss: 0.4366413286700842
Iter 431000 | LR: 7.949358219528073e-05 | Loss: 0.4412373999133709
Iter 431500 | LR: 7.922037782764099e-05 | Loss: 0.43914513912051917
Iter 432000 | LR: 7.894776138392688e-05 | Loss: 0.4424038777500394
Iter 432500 | LR: 7.867573473262106e-05 | Loss: 0.4438912694528696
Iter 433000 | LR: 7.840429973816367e-05 | Loss: 0.4440657350420949
Iter 433500 | LR: 7.813345826093983e-05 | Loss: 0.4448295680060988
Iter 434000 | LR: 7.786321215726665e-05 | Loss: 0.4456278861314055
Iter 434500 | LR: 7.759356327938075e-05 | Loss: 0.44733788970857885
Iter 435000 | Perplexity: 42.581912994384766
Iter 435000 | LR: 7.732451347542522e-05 | Loss: 0.45485970310866847
Iter 435500 | LR: 7.705606458943737e-05 | Loss: 0.4566282734647393
Iter 436000 | LR: 7.678821846133576e-05 | Loss: 0.4516764378547666
Iter 436500 | LR: 7.652097692690782e-05 | Loss: 0.45183303833007826
Iter 437000 | LR: 7.625434181779704e-05 | Loss: 0.4545022758096455
Iter 437500 | LR: 7.59883149614907e-05 | Loss: 0.4555516052991151
Iter 438000 | LR: 7.572289818130702e-05 | Loss: 0.45466984096914514
Iter 438500 | LR: 7.545809329638282e-05 | Loss: 0.45483117394149314
Iter 439000 | LR: 7.519390212166129e-05 | Loss: 0.4623181176185609
Iter 439500 | LR: 7.4930326467879e-05 | Loss: 0.46084720946848373
Iter 440000 | Perplexity: 42.79169845581055
Iter 440000 | LR: 7.466736814155417e-05 | Loss: 0.4584712018445137
Iter 440500 | LR: 7.440502894497351e-05 | Loss: 0.460052085109055
Iter 441000 | LR: 7.414331067618062e-05 | Loss: 0.4633637843281028
Iter 441500 | LR: 7.388221512896314e-05 | Loss: 0.461498128734529
Iter 442000 | LR: 7.362174409284082e-05 | Loss: 0.4622889579087497
Iter 442500 | LR: 7.336189935305285e-05 | Loss: 0.46088932700455193
Iter 443000 | LR: 7.310268269054608e-05 | Loss: 0.46200709123164424
Iter 443500 | LR: 7.284409588196248e-05 | Loss: 0.4642259225621816
Iter 444000 | LR: 7.258614069962701e-05 | Loss: 0.46499761518090965
Iter 444500 | LR: 7.23288189115357e-05 | Loss: 0.46464146308600884
Iter 445000 | Perplexity: 42.35706329345703
Iter 445000 | LR: 7.207213228134318e-05 | Loss: 0.4724303481727836
Iter 445500 | LR: 7.181608256835098e-05 | Loss: 0.4634277997910979
Iter 446000 | LR: 7.15606715274951e-05 | Loss: 0.46882752627134355
Iter 446500 | LR: 7.13059009093342e-05 | Loss: 0.46515061214566245
Iter 447000 | LR: 7.105177246003757e-05 | Loss: 0.47046364963054677
Iter 447500 | LR: 7.07982879213732e-05 | Loss: 0.4659055707231165
Iter 448000 | LR: 7.054544903069565e-05 | Loss: 0.47130040735006345
Iter 448500 | LR: 7.029325752093447e-05 | Loss: 0.4733424897119406
Iter 449000 | LR: 7.004171512058199e-05 | Loss: 0.46815753448754527
Iter 449500 | LR: 6.979082355368164e-05 | Loss: 0.4701777695491909
Iter 450000 | Perplexity: 42.336952209472656
Iter 450000 | LR: 6.954058453981609e-05 | Loss: 0.47230657055974
Iter 450500 | LR: 6.929099979409557e-05 | Loss: 0.47555182464420814
Iter 451000 | LR: 6.9042071027146e-05 | Loss: 0.46807583734393116
Iter 451500 | LR: 6.879379994509727e-05 | Loss: 0.4772004512324933
Iter 452000 | LR: 6.854618824957157e-05 | Loss: 0.47236015789210783
Iter 452500 | LR: 6.829923763767167e-05 | Loss: 0.47459755323827285
Iter 453000 | LR: 6.805294980196951e-05 | Loss: 0.4740920061618092
Iter 453500 | LR: 6.780732643049427e-05 | Loss: 0.477732263058424
Iter 454000 | LR: 6.75623692067211e-05 | Loss: 0.47516490891575847
Iter 454500 | LR: 6.731807980955935e-05 | Loss: 0.47788336586207164
Iter 455000 | Perplexity: 42.18880081176758
Iter 455000 | LR: 6.707445991334119e-05 | Loss: 0.4773911230266095
Iter 455500 | LR: 6.68315111878101e-05 | Loss: 0.4769774401932957
Iter 456000 | LR: 6.658923529810947e-05 | Loss: 0.4778223127126693
Iter 456500 | LR: 6.634763390477106e-05 | Loss: 0.48113046366721396
Epoch 17.0
Iter 457000 | LR: 6.610670866370387e-05 | Loss: 0.45846226658672146
Iter 457500 | LR: 6.586646122618247e-05 | Loss: 0.41695846229791594
Iter 458000 | LR: 6.562689323883586e-05 | Loss: 0.4150022725760938
Iter 458500 | LR: 6.538800634363627e-05 | Loss: 0.4203858645632859
Iter 459000 | LR: 6.514980217788767e-05 | Loss: 0.4219308028370145
Iter 459500 | LR: 6.491228237421481e-05 | Loss: 0.42041915059089685
Iter 460000 | Perplexity: 46.326995849609375
Iter 460000 | LR: 6.467544856055175e-05 | Loss: 0.4267175120487806
Iter 460500 | LR: 6.443930236013106e-05 | Loss: 0.4215850514546038
Iter 461000 | LR: 6.420384539147218e-05 | Loss: 0.42425405107438563
Iter 461500 | LR: 6.396907926837092e-05 | Loss: 0.42920584142208096
Iter 462000 | LR: 6.373500559988794e-05 | Loss: 0.4326394187286496
Iter 462500 | LR: 6.350162599033806e-05 | Loss: 0.43040253918617977
Iter 463000 | LR: 6.32689420392789e-05 | Loss: 0.4283842058107263
Traceback (most recent call last):
{'deploy': True, 'tag': 'minLM', 'run_name': 'run2', 'seed': 0, 'device': 'cuda:0', 'total_iters': 600000, 'data': {'train_file': 'data/wikitext103/wikitext103_train.json', 'val_file': 'data/wikitext103/wikitext103_validation.json', 'bs': 32, 'nworkers': 2, 'title': False}, 'net': {'compile': True, 'context_size': 1024, 'n_layer': 12, 'n_head': 12, 'n_embd': 1080, 'bias': False, 'dropout': 0.0, 'position_encoding': 'learnable'}, 'optimizer': {'learning_rate': 0.0001, 'min_lr': 1e-05, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'weight_decay': 0.1, 'grad_accumulation': 20, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True}, 'log': {'eval_interval': 5000, 'log_interval': 500, 'save_interval': 100000}}
hjohcd38
Error executing job with overrides: ['deploy=True']
Traceback (most recent call last):
  File "/home/ubuntu/minLM/train.py", line 16, in main
    trainloader = wikitext103_loader(cfg, train=True)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/ubuntu/minLM/utils/data.py", line 39, in wikitext103_loader
    ds = TextTrainDataset(fname, cfg.net.context_size)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/ubuntu/minLM/utils/data.py", line 19, in __init__
    self.doc = np.memmap(filename, dtype=np.uint16, mode='r', shape=(self.doc_len,))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/ubuntu/micromamba/envs/minLM/lib/python3.12/site-packages/numpy/core/memmap.py", line 268, in __new__
    mm = mmap.mmap(fid.fileno(), bytes, access=acc, offset=start)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
ValueError: mmap length is greater than file size

Set the environment variable HYDRA_FULL_ERROR=1 for a complete stack trace.
